"doi","title","amazon_id","review_text"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","That's the central message of the book, and one that may save your life if you listen to it.		Through this book, de Becker has convinced me that most violence can be predicted. He goes through a great many common situations in which violence happens in the U.S., from encounters with strangers, workplace violence to domestic violence and date stalking. In each situation, he describes the indicators of likely violence. Some of these indicators are so often overlooked and rationalized away by the people involved. My favorite one is called: \"Refusal to take no for an answer.\" It can be as trivial as the new date persisting in offering you a drink. Although trivial, such incidents are very telling about his tendency toward violence.		De Becker also discusses a characteristic in many people that blunts out their intuition to actual dangers: unwarranted anxiety. Due to media and social conditioning and other influences, those people feel fear or anxiety in situations that do not pose actual dangers. Such unwarranted anxiety makes them confused and oblivious to the real signals from their intuition. De Becker offers ways for people to overcome that curse and live a life relatively free from fear and anxiety.		In short, I would highly recommend this book. It is one of the books should be read by everyone (both men and women)."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Our intuition has been honed through a million years of awareness - from mastodons to murderers. As `sophisticated human beings', we have almost been trained to ignore those signals about danger - the hairs on the back of our neck, the tingling in our fingers, that shortness of breath. This sense of fear is our first signal that all is not right with our world. But we need to acknowledge and pay attention to these physical indications and bring them into our conscious awareness. The author has significant experience in security work, particularly in predicting violent behavior. If we can recognize this `code of violence, then we might be able to prevent it from happening to us. The books is a great `How To\" in a unique field of violence prediction and avoidance. deBecker's clients include federal agencies, judges, police and more. He believes that violence is as gradual as boiling water - you just have to know what to do to turn down the heat."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Women and men alike should read this book.  Gavin de Becker gives names and numbers to the alarm bells women too often ignore, and helps lay out some of the differences between the sexes' experiences of their surroundings.  When I first encountered this book, as an excerpt in a magazine, I photocopied it for my coworkers to read.  Only two people voiced negative reactions to it.  One was my then-boyfriend, who turned out to be an obsessive, overbearing manipulater fueled by insecurity.  The other one - believe it or not - wound up stalking me for months.		I got him to stop by following Mr. de Becker's advice."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I think this book had a lot of insight into remembering how to use our instincts.  The author does talk about himself a lot and that part gets pretty boring.  I found that basically the second CD is all you need and CDs 1 and 3 are basically just fluff.  But besides that, i really did enjoy CD 2 and i am glad i purchased it."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","That's the central message of the book, and one that may save your life if you listen to it.		Through this book, de Becker has convinced me that most violence can be predicted. He goes through a great many common situations in which violence happens in the U.S., from encounters with strangers, workplace violence to domestic violence and date stalking. In each situation, he describes the indicators of likely violence. Some of these indicators are so often overlooked and rationalized away by the people involved. My favorite one is called: \"Refusal to take no for an answer.\" It can be as trivial as the new date persisting in offering you a drink. Although trivial, such incidents are very telling about his tendency toward violence.		De Becker also discusses a characteristic in many people that blunts out their intuition to actual dangers: unwarranted anxiety. Due to media and social conditioning and other influences, those people feel fear or anxiety in situations that do not pose actual dangers. Such unwarranted anxiety makes them confused and oblivious to the real signals from their intuition. De Becker offers ways for people to overcome that curse and live a life relatively free from fear and anxiety.		In short, I would highly recommend this book. It is one of the few books should be read by everyone (both men and women)."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","That's the central message of the book, and one that may save your life if you listen to it.		Through this book, de Becker has convinced me that most violence can be predicted. He goes through a great many common situations in which violence happens in the U.S., from encounters with strangers, workplace violence to domestic violence and date stalking. In each situation, he describes the indicators of likely violence. Some of these indicators are so often overlooked and rationalized away by the people involved. My favorite one is called: \"Refusal to take no for an answer.\" It can be as trivial as the new date persisting in offering you a drink. Although trivial, such incidents are very telling about his tendency toward violence.		De Becker also discusses a characteristic in many people that blunts out their intuition to actual dangers: unwarranted anxiety. Due to media and social conditioning and other influences, those people feel fear or anxiety in situations that do not pose actual dangers. Such unwarranted anxiety makes them confused and oblivious to the real signals from their intuition. De Becker offers ways for people to overcome that curse and live a life relatively free from fear and anxiety.		In short, I would highly recommend this book. It is one of the few books should be read by everyone (both men and women)."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","That's the central message of the book, and one that may save your life if you listen to it.		Through this book, de Becker has convinced me that most violence can be predicted. He goes through a great many common situations in which violence happens in the U.S., from encounters with strangers, workplace violence to domestic violence and date stalking. In each situation, he describes the indicators of likely violence. Some of these indicators are so often overlooked and rationalized away by the people involved. My favorite one is called: \"Refusal to take no for an answer.\" It can be as trivial as the new date persisting in offering you a drink. Although trivial, such incidents are very telling about his tendency toward violence.		De Becker also discusses a characteristic in many people that blunts out their intuition to actual dangers: unwarranted anxiety. Due to media and social conditioning and other influences, those people feel fear or anxiety in situations that do not pose actual dangers. Such unwarranted anxiety makes them confused and oblivious to the real signals from their intuition. De Becker offers ways for people to overcome that curse and live a life relatively free from fear and anxiety.		In short, I would highly recommend this book. It is one of the few books should be read by everyone (both men and women)."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin de Becker's book is so informative, engaging and intense. After reading the book, you will be well equipped to deal with potentially dangerous situations. I feel so much safer now because I know how to read people better; rely on my intuition more and know how to avoid bad situations.<p>This book is not meant to scare - its purpose is to empower- and you will feel empowered. He takes the &quot;mystery&quot; and &quot;unpredictability&quot; out of violent people. Excellent! One of the few books I'll read more than once."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","De Becker offers in The Gift of Fear a gift of insight and wisdom to his readers.  This book is a true must-read, not just for women but all people.  It shares important lessons that De Becker has learned from his experience and his training.  The knowledge he shares about dangerous people is priceless, as is what he shares about listening to our own intuition that warns us of danger.  The examples he shares in the book drive the points home.<p>This book has helped me to become a wiser more prudent person, father and husband.  In addition to being helpful, it is also eye-opening and interesting.  Although non-fiction, it is a page turner that keeps your attention.<p>You will learn how some people become threats to you and your loved ones and how to protect yourself from them.  It is especially startling when discussing people dangerous to children.<p>After reading this one, if you are a parent or have involvement with children, then definitely read the Gift of Fear. It is about protecting children from the many dangers that face them.<p>Thank You Mr. De Becker."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This is a book that teaches you that your greatest weapon for self-defense is your own intuition. Unfortunately, due to the way our modern society have influenced our upbringing, our intuition is not what it should be. We are more laxed and we frequently push our own doubts and fears to the back of our mind using our own personal 'logic'. This has resulted in putting ourselves into more risky situation which we could have avoided. <p>The book has certainly opened my mind on the subject of threat assessments and how we view our lives. It's not a book that should leave you being scared everyday of your life, nor will it make you over confident. <p>What it does do is that it will make you more aware of your environment, on how to handle threats to your safety and to ultimately live a happier and safer life.<p>If you're a martial artist, then this book should have been on your bookshelf already!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book on tape should be listened to by all women between 16 and 100 years old.  As a Police Officer, I recommend it to all the family violence or stalking victims I deal with.  the book on tape is too expensive for 90% of the women that need it, but I always recommend they rent it from our local video store for 99 cents.  Well worth the time!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Everyone should have this information.  It gives you the confidence to react wisely in unfortunate circumstances. I will instruct my daughter's and friends. Thank you!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A very informative book. Also makes the reader wonder why we worry as much as we do about things that will never happen and how that worry destroys us. Excellent for women. Teaches us how to listen to our instinct. We are often to nice for our own good. Why do we fear being rude to a stranger? Empowering."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin De Becker gives a fascinating view of the psyche of truly dangerous men (and women), along with signals to recognize them.  His position as one who has provided protection to stalkers' intended victims provided insight into what works -- and what doesn't.  His research on \"why\" will leave you better prepared to avoid evil and recognize safety."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Great book!!! I learned so much about myself and others and I am looking forward to sharing this with everyone and most of all sharing it with every woman, girl and parent to be."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","First read this book after seeing de Becker on Oprah. Recommend it to everyone, especially women, to recognize signs of dangerous situations from friend or stranger.  Excellent insight from author who knows about protecting people in high places and real world situations with none of the psycho-babble of so-called experts. Very current with the recent theater and school shootings. Should be required reading with eyes wide open by parents, teachers and those with any qualms about someone in their life. Not written to scare you but to sharpen your awareness. Worth having both the print version and Kindle e-Book with more up-to date info."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This is a good book to give as a gift -- and plan to do so next Christmas. Everyone should read it. Listen to your inner-creepy-feelings...they're very often right. If you're feeling anxious about your safety? Stop watching the news! And other gems you'll remember long after you're finished reading. Really. Every young woman should read this book. It's an easy read, very entertaining and informative."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Excellent book!  It's a book that really helps people to recognize their emotions to help them stay safe.  Recommend highly!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This took some time to read, because it was hard hitting and challenged so many assumptions.  I don't agree with everything the author postulates, but it's worth reading for what you will learn from the book.  Trusting your instincts while learning to articulate what your instincts are trying to tell you to others is a worthwhile pursuit.  Someday I may give this book to my daughter for her to read (she's a toddler now)."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This is a great book - not a pleasant read because it really is scary to read about the various types of sickos out there, but nevertheless it's a very helpful tool to increase your awareness and validate your intuition when you get bad vibes about someone."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A must for every cop that wants to have a keener heads up. I can think of 10 incidents just off the top of my head as a rookie where I could have used this knowledge then."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Nothing is random. We all have in us what it takes to be a survivor.	Listen to tour instinct.	This book will teach you this and so much more."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","You don&#8217;t even have to be a girl to benefit from this book. If you have a clingy person in your life or a stalker, a crazy co-worker, if you are a parent and are worried about your childs safety&#8230; anyone can learn something from this book. I bought two copies, one for me and one to loan out when I think one of my friends needs to read a chapter or two. It makes a great gift for people who care about what&#8217;s going on around them. (Not all people want to know). It always surprises me when people don&#8217;t want to read the book because they don&#8217;t want to &#8220;be scared&#8221; &#8230;??? That is just like not learning how to swim (in a structured safe environment) because you don&#8217;t want to drown someday&#8230; I have never understood that one either..."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Reading this book was a bit frightening and brings a whole new meaning to the phrase, &#34;listen to your gut instincts.&#34;  It truly showed how we may see things we don't recognize as warning signals until after an event occurs.  When we question things  that don't seem right, we should never discount that small nagging feeling.  It could save your life!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","My daughter suggested I read this book and I was so glad that I did. I never realized how as a woman I should listen to my instincts."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book is an excellent guide to the thought processes of both predators and victims that readers should find helpful for themselves and those to whom they give advice.  I highly recommend this book."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","i have read this book several times.  four yeas ago and today. my mind took in and retained different aspects of it.  i have 2 hard copies and the e-version .  crazy but i write in one and preserve the other.  ereading keeps it at my finger tips.  refer this book all the time the other one 48 laws of power."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book gave me some great insights into how to react to those uncomfortable feelings that I sometimes have about situations or people.  It made me realize that I have to take instinct seriously - and, that I have been very lucky because I haven't always recognized danger situations.		I encourage all my friends, especially young women, to read this book.  I think it is a must read for girls entering the dating world or moving out of their parents home to attend college or live alone."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I have yet to read the Kindle version that I just purchased (at a very good sale price) but will be doing so this winter. I'm not sure how many years ago I read the print version but it is as I say, the best self help book, ever. I was involved in the security consulting and investigation business for many years and have had a number of instances where I have referred clients or acquaintances who have been or felt threatened by spouses or co-workers to this publication. A friend and business associate is the executive in charge of security for a multi-plant and multi-jurisdictional business. After giving him my own copy to read, he felt that it is such a valuable resource that he keeps a number of copies available at any time in the event that an employee comes to him with an issue of abuse or harassment. He gives immediate counsel to the employee doing everything he can to ensure their safety and hands them a copy of The Gift of Fear to read. This book is invaluable for professionals and the lay person who want to create or live in a safer environment.		The author does write with a bit of his ego coming through but he has the knowledge, experience and credentials to speak from strength. In essence, like a white tailed deer that raises that white flag like tail at any hint of danger, we all have an innate gift of fear but we allow social graces to override this all too often. This book will teach you to not live frightened, but to live aware and know that what your first instinct is, that is almost assuredly the right course of action to take to distance yourself from the danger."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I just started living alone after leaving a terrible relationship.  This book makes me listen to my intiution.  I don't feel badly not trusting everyone around me any more."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book was a very easy read....interesting and informative. I have attended a few self-defense/awareness classes recently and have spoken about this book, urging women to read it. I am definitely safer after reading it."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Of all the books on Self Defence & Conflict Management/Resolution that I have ever read, THIS one has to be the very best. The fact that it has lasted so long in print & stood the test of time is its best testimonial; I've not seen a negative review about it yet.		A couple of honest points first. There are too many references to other books & authors for my liking - a larger bibliography would have made reading easier. Also, there a many times De Becker mentions \"....& I'll covering such & such in more detail in chapter so & so). These niggles are minor compared to the nature of its important & potentially life saving content.		Something that would have made this interesting & fascinating book easier to refer back to would have been more sub-headings, highlighting & bullet points, perhaps even summary points at the end of each chapter.		This is a huge reference manual that ought to take a prominent place in any self-defence instructors book shelf.		They say - \"Prevention is better than Cure\" & so the main theme throughout is not finding yourself in a situation that could end up in some form of nasty conflict with an adversary that you would certainly not want to confront or fight. So instead of waiting for an attack to happen & then have to deal with the inevitable & nasty consequences of fighting, De Becker teaches us using many useful explanations about the use of intuition & how to recognise & nurture it. More importantly he tells us that we need to pay more attention to our intuition, gut feelings, hunches & suspicions. This he does very successfully by giving us the signals to look for in others, that we ought to be wary of & who may become dangerous; thus we avoid getting into difficulties.		The skills necessary to do this are done by repeating various easy techniques to good effect. I feel that we need this repetition to let these important life skills sink in well.		De Becker also teaches us that fear, when recognised & if reacted to in the correct manner, is a good & desirable thing. We need to learn to recognise those strange feelings, like butterflies inside of us, & put them into proper use.		Please don't be put off by the cover of the book that looks a little old fashioned or that it has been around since 1997. The title really does say it all & it includes all the skills & information you need within its 432 pages to help save our or our families lives.		Do check out De Beckers credentials from his website, he's easy to find on Google, should you feel the need to be convinced any further about his competency & experience to teach on the subject.		Complimentary titles that go with this title are: <a href=\"http://www.amazon.com/gp/product/0971144702\">Beauty Bites Beast: Awakening the Warrior Within Women and Girls</a> by Ellen Snortland &	<a href=\"http://www.amazon.com/gp/product/1405067225\">A Girl's Gotta Do What a Girl's Gotta Do: A Complete Guide to Personal Safety for Women</a> by Kathleen Baty."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I recommend this book to more people than any other book and I am a reading addict.  This book is already a classic and is required reading for anyone who wants to learn how to avoid violence and hooking up with a dangerous man.  If you are in an abusive relationship, you need to read this book. If you are a parent then you ought to have your teens read this book.  It could save their life.		A friend of mine saved her life by listening the creepy feeling (goose bumps and all) she got when she met her boyfriend's new room mate. One day she went by to see her boyfriend and only the new room mate was home and he encouraged her to come in the house..  My friend said no. The room mate was a serial killer who arrested a short time later.  Listen to those creepy feelings.		I send a copy of the book to my nieces when they are 16 or 17 years old.		My 16 yr old niece told me that she was at a Borders bookstore looking up a title and an young man who was working there ..asked my niece if she needed any help..she politely said no thanks...he continued to come over and ask her over and over.  Then she remembered this book and it stated when you tell someone no and they don't listen...they are not nice people.		This book is saving lives.  I highly recommend it.  Come to think of it..I should send the book to my nephews too."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I'm fifteen years old. I'm probably one of the youngest readers of The Gift of Fear, but Gavin de Becker's words empowered me just as much as they did the next person. I loved the book. It made me realize that I have to stop ignoring my body, my intuition. If you haven't read this book, go out and get it! It will teach you so many things. This book should be required reading in high school, especially in girl's \"health\" classes. It is a practical, although at times scary, outline of the threats that can be around us. The layout is particularly good in that each chapter is a different specific threat.  DeBecker has set up the book as if it was a manual; he describes step by step how to keep you safe.  The way he organizes the information makes it much more understandable.  It's obvious he took his time getting all of his thoughts and beliefs down on paper.  As you red you sense a certain amount of fear in the way he writes, you can tell he is sincerely dedicated to warning and helping woman of the violence we have in our society today.  He's been through and witnessed violence (as he describes in his book) hearing what he thought and felt makes it easier to relate to your own life. Too bad we live in a world like this, but this book can give one an edge. The real life anecdotes blew me away. The account of the murdered woman who had reportedly suffered violence at the hands of the defendant for a long while. The calls to police, filing battery charges, lady killed by stabbing, defendant had a dream about killing her, his lawyers claiming it was drug dealers that committed murder. Sound familiar? DeBecker reveals that this true story happened six months before the famous \"white Bronco\" television event in a neighborhood thousands of miles from Brentwood. This book is too good NOT to read. Ever since a couple of years ago, I knew I wanted to help people. I'm the person my friends come to when they have a conflict, I like giving advice and solving people's dilemmas. There was one problem: I didn't heed my own advice. I didn't listen to myself many times because I could picture people saying, \"Oh, that's a silly suspicion.\" Fortunately, I have never been in a situation in which I deeply regret ignoring my intuition, but after reading The Gift of Fear I have learned how to listen to myself. I also baby-sit. The other day I was holding one of the children, and he pointed to one of his brother's friends and whispered to me, \"I'm scared of him.\" I thought for a moment and replied, \"Well, you know what? That's OK.\" I told him that if he's ever afraid, he should leave where that person is and go find Mommy, or me, or someone he knows and doesn't feel afraid. I was proud that he listened to his intuition, but I think I was more proud of my response. I was totally psyched that I had reinforced something he needs to survive. My point is that The Gift of Fear taught me how to use my gift of intuition and my gift of fear. Read the book because you will learn from it; you will use the tactics everyday. Gavin de Becker does an excellent job of sharing his experience in dealing with topics of understanding threats, predicting violence, workplace violence, stalking, domestic violence, and more. This book will shed new light in an area of our society where unwanted pursuits and violent behavior seem to be a part of our every day existence. Best of all, you will become more comfortable with every day life and you will use the wonderful treasures Mother Nature has given you because it was instilled in you by Gavin de Becker."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","First, this book should be read by everyone. While I agree with other reviewers that it contains a lot of common sense, a large number of people fail to use it when confronted with situations described in the book. If nothing else the book is a great reminder to use common sense. If everyone used common sense there would not be a need for a book like this. I know a number of people that have been involved in similar situations that were described in the book. Few chose the path of common sense. This always mystified me until I read the book. I can at least now understand why that happens. I would hope that if nothing else the book will re-awaken common sense in people when faced with a dangerous situation.		Second, the one reviewer that didn't read the book was most amusing. This is a good example where someone didn't use common sense. Without reading the book they have no crediblility. My common sense tells me that. I agree with the author's response to read the book and get the facts straight. It will definitely help them develop more common sense."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","It's tragic that Americans live with so much fear.  Some stimuli are straightforward: the road rager on our tail, a peeper at the window, or the group of young toughs on the corner eyeballing our approach.  However, many times we ignore or minimize fear when the cause isn't obvious.  For example, we feel anxiety towards the overly friendly stranger who offers to help with the groceries, or suspect that the withdrawn coworker who mutters threats at management may mean it.  Unfortunately, we tend to disregard our fears of such people until it's too late.  In \"The Gift of Fear,\" the author recommends that we recognize fear for what it is: an invaluable warning tool that can save us a lot of grief - if only we'd listen to it and react properly.		Gavin De Becker has a lot of experience with unstable and dangerous persons.  He grew up in a dysfunctional and violent home, and he credits that background with equipping him for his current profession, which is running a company that specializes in protecting \"the world's most famous and the world's most anonymous\" people.  He also designed a system called MOSAIC that screens threats to the U.S. Supreme Court.  \"The Gift of Fear\" illustrates various tactics used by predators to ensnare the unwary, such as Forced Teaming, Charm, and Persistence.  These tools are used to overcome our fear, which is based on an intuitive knowledge of what's in our best interests.  Therefore, we must recognize fear's legitimacy, even if we can't articulate the reasons behind it, and act decisively.  Mr. De Becker also provides insight into the psychological makeup of disgruntled employees, stalkers, and abusers.  Expecting them to react rationally to negotiation and restraining orders is an error of judgment (he labels judgment as \"the great enemy of perception, and thus accurate predictions\").  Alternatives such as a firm \"no means no\" stance and totally cutting off contact are explored in detail by the author.		This is a necessary book, and it has the added bonus of being an easy (if disconcerting) read.  However, I had an issue with Mr. De Becker's way of dealing with problem employees.  In the \"Occupational Hazards\" chapter, he states that companies have good results with counseling troubled employees, as long as management identifies them as a problem early on.  However, he skips that angle in favor of detailing the firing process.  I find that odd, since elsewhere he laments the lack of \"homicide prevention centers.\"  To his credit, Mr. De Becker places the burden on parents as the greatest determiners of a child's destiny (in the chapter \"Fear of Children\").  However, I would have liked him to spend more time on proactive restoration for adults.  I realize that employers aren't surrogate parents, but making a difficult employee someone else's problem is the easy way out.		The sad part of \"The Gift of Fear\" is it's negative indictment of men.  According to the author, men are statistically much more violent than women, and women pay the price for that tendency.  It's tragic that women have to automatically fear most men in order to protect themselves from a couple of predators.  That this book had to be written in the first place indicates that American society needs some deep healing.  Until that day comes, make sure that all female family members have a copy of \"The Gift of Fear.\"  As Oprah Winfrey said, \"Every woman in America should read this book.  It could save your life one day (pg. 363).\"		On a lighter note, I recommend reading \"The Gift of Fear\" in conjunction with \"Blink: The Power of Thinking Without Thinking\" by Malcolm Gladwell.  Mr. Gladwell deals with intuition in other areas besides the criminal, and both books provide good insight into how our mind uses emotion to clue us in on what we already know."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin de Becker empowers readers with his extensive knowledge and research on violent behavior like no one else. His detailed work can teach anyone that violence does not just happen randomly.  But how there are clues in every unsafe situation with strangers, stalkers, or threatening people we can pick up on.		This is a must read for anyone who is frustrated on what to do about violence and wants to 'stack the deck' in their favor when it comes to the ultimate protection of themselves and their loved-ones in today's society."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","De Becker lives the life he teaches here in this book.  Using our intuition, understanding clues that at times we ignore, that is the key to the Gift of Fear.<p>It is not a paranoic type of fear, he shows through the horrifying events of the lives of victims the clues that they may have been able to use to avoid becoming victims.  Learning to key into our intuition and our feel for a place or an event may save our lives.<p>De Becker teaches that in this very violent world we live in, the best defense is being aware of our surroundings at all times. <p>A good buy for all who care about safety."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","We in the civilized world spend a great deal of time and effort insulating ourselves from our instincts. We try to be open and friendly with strangers in the mistaken belief that this will strengthen our position within the circle of like-minded civilized people. We teach girls and women to not offend others, to act in a warm and loving manner, to be &quot;nice.&quot; We disarm ourselves and call it a virtue. We beat our swords into plowshares. We value &quot;trust.&quot;<p>We are idiots.<p>The Gift of Fear will open a few eyes--not enough, but a few. Buy it. But it now. Read it. Twice. Give it to your family and friends, anybody you care about. Buy a carton of them as stocking stuffers. You won't agree with every word De Becker writes, but you'll decrease your odds of becoming yet another preventable crime statistic."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A friend recommended this book to me after I had made some unwise decisions - time and time again.  I thought, at the time, how will a book, let alone this book, solve my problems.  After all, it's not like I knew the things in my life would happen the way they did.  But I was wrong.  After reading Gift of Fear, I relaized that many of the choices I had made that created huge problems in my life could have easily been avoided had I only paid attention to myself.<p>Not only did this book help me see the early warning signs of danger from approaching men (known and unknown) but it also helped me look at my friends and co workers in a new light too.  Hopefully this book has instructed me enough, so that in the future I will make wiser decision of new situations.  <p>I liked the way the book explained situation where the warning signs were apparent if you knew what to look for.  Towards the end, the book seemed to get bogged down with celebratity stalkings and what not, but I was able to extract the overall meaning.  I would suggest this book to any and every female.  Just don't let it make you paranoid.  After all the lists of what to look for in a dangerous man, the book should have had a list for what not to get too paranoid about.  I say that because at first glance, most of the lists could be applied to any man in a bar trying to get a females phone number.  Toward the end of the book, Gavin touched on that a little, but I think the distinction could have been stronger.<p>Overall, it's well worth the read.  The things you learn from this book will probably stay with you for life!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book uses plain language to explain how to listen to our instincts and what they are telling us. I found it enormously valuable and I recommend it frequently. <p>The little voice in the back of your head telling you that this person is creepy or that situation makes you uncomfortable is the voice of your subconscious gathering information from your surroundings and processing it.  Listen to it- and stay safe."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A must-read for anyone who can read this review.  For those who can't, get the audio version.  Mr. De Becker makes his points w/o preaching. You will learn how to recognize,and consequently, avoid life-threatening situations.  ENOUGH OF THIS REVIEW, JUST GET THE BOOK."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Like many other women, I was raised to be unfailingly polite -- no matter when, where or to who. Gavin De Becker advises another route: It's better to be rude than dead.<p>One of the main points he hammers home is how often women, afraid of being rude or hurting someone's feelings, allow themselves to get into dangerous situations. I can't count how many times I've done it: The guy at a party who says, &quot;Come over here -- there's a guy who says he knows you.&quot; The man who approaches you on the street and says, &quot;Hey, baby, you have a boyfriend?&quot;<p>De Becker also urges us to listen to our inner voice -- the one that says &quot;something here is wrong.&quot; Too often, we tell ourselves, &quot;I'm sure he's a perfectly nice man. There's nothing to worry about.&quot;<p>Also important is the chapter on how potential rapists/murders approach victims. The author explains how an attacker tries to get a victim to feel comfortable with him and thus make herself vulnerable.<p>Of course, there are also plenty of practical safety tips in here. (For example: Don't accept help from someone who approaches you. If you need it, ask for it: The chances of an attacker singling you out are far greater than vice versa.)"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","In this book, Gavin de Becker discusses personal safety from several aspects. There is information for people who are being followed by a stalker, parents who are afraid of their children, women who want to end a relationship safely, bosses who want to fire employees, and so on. Some of the information and advise is very practical, and can be directly utilized to increase your safety. Some of the issues handled is more theoretical in nature, and serves more as an backround information. <p>The text is very interesting and easy to read, and not too scientific. Even with the more complicated subjects, the advise is very easy to understand, and it is illustrated with several stories from real life. There are some chapters that are not as useful (like the story on how de Becker's company found and helped police to apprehend a person who had killed several people and was stalking one of de Becker's clients), but still it is interesting to read about these thing as well. <p>I really wanted to give this book 5 stars, but there was something missing to grant the missing fifth star. Although there are plenty of advise applicable to common situations, I believe that this book is more theoretical in nature than a real how-to book. By reading this book, you really don't learn how to make accurate predictions yourself, but you rather learn how the professionals do it. Anyway, this book is an excellent way to start learning about the subject."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin De Becker has written an important set of lessons in this book.  Unfortunatly it is almost lost in the mess of ego that dominates virtually  every chapter.  The good points in this book are extremely valuable and  thought provoking and ultimately worth the anguish of the read.  I know I  have used issues raised in this book as topics of discussion with several  friends, both male and female.  It is just such a shame that one has to  endure De Becker's self rightous,  listen-to-me-because-I-know-better-than-anyone tone to get the insight he  offers.  This book would be an excellent candidate for an abridged version."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This product is recommended for anyone who tends to worry about what all can go wrong. If you find that you often are concerned about your safety, fear the unknown, and are anxious about crime, this is the book for you. After reading it on my Kindle Fire, I bought a copy for my mom and sister for Christmas."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A valuable lesson on the psychology of violence and how to predict violent behavior before you're face-to-face with it and become a victim.  If you do become a victim, there are helpful directives on how to change your situation and release yourself from harmful relationships.  My daughter was recently in a relationship that became obsessive, controling, and potentially violent; after reading Chapter 11, I was able to give her sound advice on what to do."
